# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Oct 18 23:30:21 2023
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and sy_snum = 1
# CONSTRAINT:  and tran_flag not null
# CONSTRAINT:  and pl_rade not null
# CONSTRAINT:  and pl_trandep not null
# CONSTRAINT:  and st_mass not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandeperr1: Transit Depth Upper Unc. [%]
# COLUMN pl_trandeperr2: Transit Depth Lower Unc. [%]
# COLUMN pl_trandeplim:  Transit Depth Limit Flag
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN tran_flag:      Detected by Transits
#
pl_name,hostname,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,st_mass,st_masserr1,st_masserr2,st_masslim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,default_flag,sy_snum,sy_pnum,tran_flag
TOI-244 b,TOI-244,1.520,0.120,-0.120,0,0.43,0.03,-0.03,0,0.106000,0.012000,-0.012000,0,1,1,1,1
TOI-2497 b,TOI-2497,11.142,0.616,-0.549,0,1.86,0.09,-0.08,0,0.187700,0.005000,-0.004400,0,1,1,1,1
TOI-2567 b,TOI-2567,10.929,0.347,-0.325,0,1.13,0.13,-0.06,0,0.353700,0.007300,-0.006800,0,1,1,1,1
TOI-257 b,TOI-257,7.163,0.146,-0.146,0,1.41,0.04,-0.05,0,0.124000,0.001600,-0.001600,0,1,1,1,1
TOI-2570 b,TOI-2570,13.641,0.392,-0.381,0,1.06,0.06,-0.07,0,1.304000,0.026000,-0.026000,0,1,1,1,1
TOI-262 b,TOI-262,2.070,0.150,-0.150,0,0.91,0.03,-0.03,0,0.048400,0.006600,-0.006600,0,1,1,1,1
TOI-2796 b,TOI-2796,17.262,,,-1,1.06,0.06,-0.06,0,2.240000,,,-1,1,1,1,1
TOI-2818 b,TOI-2818,15.278,0.516,-0.504,0,0.98,0.06,-0.05,0,1.300000,0.030000,-0.030000,0,1,1,1,1
TOI-2842 b,TOI-2842,12.845,0.572,-0.538,0,1.14,0.08,-0.08,0,0.867000,0.037000,-0.036000,0,1,1,1,1
TOI-2977 b,TOI-2977,13.159,0.347,-0.303,0,0.94,0.06,-0.04,0,1.265000,0.034000,-0.033000,0,1,1,1,1
TOI-3023 b,TOI-3023,16.432,0.482,-0.359,0,1.12,0.11,-0.06,0,0.815000,0.012000,-0.012000,0,1,1,1,1
TOI-3362 b,TOI-3362,12.801,0.482,-0.460,0,1.45,0.07,-0.07,0,0.410000,0.020000,-0.020000,0,1,1,1,1
TOI-3364 b,TOI-3364,12.229,0.426,-0.359,0,1.19,0.06,-0.08,0,0.624000,0.024000,-0.022000,0,1,1,1,1
TOI-3693 b,TOI-3693,12.599,0.325,-0.258,0,0.87,0.04,-0.04,0,2.134000,0.041000,-0.039000,0,1,1,1,1
TOI-3785 b,TOI-3785,5.140,0.160,-0.160,0,0.52,0.02,-0.02,0,0.925400,0.000300,-0.000300,0,1,1,1,1
TOI-3807 b,TOI-3807,18.495,,,-1,1.18,0.06,-0.09,0,1.360000,,,-1,1,1,1,1
TOI-3819 b,TOI-3819,13.137,0.404,-0.392,0,1.24,0.06,-0.08,0,0.613000,0.013000,-0.013000,0,1,1,1,1
TOI-3912 b,TOI-3912,14.280,0.460,-0.448,0,1.09,0.09,-0.07,0,0.885000,0.019000,-0.019000,0,1,1,1,1
TOI-4087 b,TOI-4087,13.047,0.280,-0.269,0,1.18,0.04,-0.04,0,1.156500,0.009900,-0.009700,0,1,1,1,1
TOI-4127 b,TOI-4127,12.285,0.437,-0.359,0,1.23,0.07,-0.07,0,0.746000,0.025000,-0.027000,0,1,1,1,1
TOI-4137 b,TOI-4137,13.574,0.448,-0.437,0,1.31,0.07,-0.07,0,0.749000,0.014000,-0.014000,0,1,1,1,1
TOI-4184 b,TOI-4184,2.430,0.210,-0.210,0,0.21,0.03,-0.03,0,0.911500,0.093700,-0.100000,0,1,1,1,1
TOI-444 b,TOI-444,2.770,0.200,-0.200,0,0.96,0.13,-0.13,0,0.105600,0.004600,-0.004600,0,1,1,1,1
TOI-4562 b,TOI-4562,12.530,0.150,-0.150,0,1.19,0.06,-0.06,0,0.996100,0.016700,-0.018400,0,1,1,1,1
TOI-4603 b,TOI-4603,11.680,0.426,-0.392,0,1.76,0.06,-0.06,0,0.152800,0.009100,-0.007900,0,1,1,1,1
TOI-470 b,TOI-470,4.340,0.290,-0.290,0,0.87,0.09,-0.09,0,0.227500,0.007600,-0.007600,0,1,1,1,1
TOI-4791 b,TOI-4791,12.442,0.560,-0.560,0,1.24,0.07,-0.08,0,0.655000,0.045000,-0.045000,0,1,1,1,1
TOI-500 b,TOI-500,1.166,0.061,-0.058,0,0.74,0.02,-0.02,0,0.024870,0.002260,-0.002200,0,1,1,4,1
TOI-558 b,TOI-558,12.173,0.460,-0.426,0,1.35,0.06,-0.07,0,0.557000,0.019000,-0.017000,0,1,1,1,1
TOI-559 b,TOI-559,12.229,0.314,-0.280,0,1.03,0.06,-0.06,0,0.827600,0.010000,-0.009000,0,1,1,1,1
TOI-564 b,TOI-564,11.433,7.958,-3.251,0,1.00,0.07,-0.06,0,0.920000,1.700000,-0.450000,0,1,1,1,1
TOI-620 b,TOI-620,3.760,0.150,-0.150,0,0.58,0.02,-0.02,0,0.393000,0.021000,-0.020000,0,1,1,1,1
TOI-628 b,TOI-628,11.882,0.460,-0.381,0,1.31,0.07,-0.07,0,0.657000,0.012000,-0.012000,0,1,1,1,1
TOI-640 b,TOI-640,19.851,0.673,-0.628,0,1.54,0.07,-0.08,0,0.764000,0.016000,-0.015000,0,1,1,1,1
TOI-712 b,TOI-712,2.049,0.012,-0.080,0,0.73,0.03,-0.03,0,0.076800,0.010000,-0.004200,0,1,1,3,1
TOI-712 c,TOI-712,2.701,0.092,-0.082,0,0.73,0.03,-0.03,0,0.134600,0.005500,-0.004300,0,1,1,3,1
TOI-712 d,TOI-712,2.474,0.090,-0.082,0,0.73,0.03,-0.03,0,0.113000,0.005300,-0.004900,0,1,1,3,1
TOI-715 b,TOI-715,1.550,0.064,-0.064,0,0.23,0.01,-0.01,0,0.448000,0.026000,-0.023000,0,1,1,1,1
TOI-776 b,TOI-776,1.850,0.130,-0.130,0,0.54,0.03,-0.03,0,0.106300,0.010400,-0.010400,0,1,1,2,1
TOI-776 c,TOI-776,2.020,0.140,-0.140,0,0.54,0.03,-0.03,0,0.148400,0.012700,-0.012700,0,1,1,2,1
TOI-824 b,TOI-824,2.926,0.202,-0.191,0,0.71,0.03,-0.03,0,0.149000,0.014000,-0.014000,0,1,1,1,1
TOI-905 b,TOI-905,13.126,0.594,-0.572,0,0.97,0.06,-0.07,0,1.718000,0.032000,-0.030000,0,1,1,1,1
TOI-969 b,TOI-969,2.765,0.088,-0.097,0,0.73,0.01,-0.01,0,0.143500,0.004300,-0.004300,0,1,1,2,1
TRAPPIST-1 b,TRAPPIST-1,1.116,0.014,-0.012,0,0.09,0.00,0.00,0,0.737800,0.006400,-0.006400,0,1,1,7,1
TRAPPIST-1 c,TRAPPIST-1,1.097,0.014,-0.012,0,0.09,0.00,0.00,0,0.712300,0.006400,-0.006400,0,1,1,7,1
TRAPPIST-1 d,TRAPPIST-1,0.788,0.011,-0.010,0,0.09,0.00,0.00,0,0.367600,0.006300,-0.006300,0,1,1,7,1
TRAPPIST-1 e,TRAPPIST-1,0.920,0.013,-0.012,0,0.09,0.00,0.00,0,0.501200,0.007800,-0.007800,0,1,1,7,1
TRAPPIST-1 f,TRAPPIST-1,1.045,0.013,-0.012,0,0.09,0.00,0.00,0,0.646500,0.007600,-0.007600,0,1,1,7,1
TRAPPIST-1 g,TRAPPIST-1,1.129,0.015,-0.013,0,0.09,0.00,0.00,0,0.755500,0.009200,-0.009200,0,1,1,7,1
TRAPPIST-1 h,TRAPPIST-1,0.755,0.014,-0.014,0,0.09,0.00,0.00,0,0.337500,0.010100,-0.010100,0,1,1,7,1
TrES-3 b,TrES-3,14.975,0.347,-0.415,0,0.93,0.03,-0.05,0,2.739000,0.067000,-0.067000,0,1,1,1,1
WASP-10 b,WASP-10,12.106,0.224,-0.224,0,0.75,0.04,,0,2.525000,0.024000,-0.028000,0,1,1,1,1
WASP-101 b,WASP-101,16.029,1.009,-1.009,0,1.41,0.30,-0.30,0,1.300000,0.020000,-0.020000,0,1,1,1,1
WASP-103 b,WASP-103,17.127,0.818,-0.527,0,1.22,0.04,-0.04,0,1.195000,0.042000,-0.038000,0,1,1,1,1
WASP-105 b,WASP-105,10.761,0.336,-0.336,0,0.89,0.09,-0.09,0,1.200000,0.010000,-0.010000,0,1,1,1,1
WASP-106 b,WASP-106,11.433,3.363,-3.363,0,0.93,0.80,-0.80,0,0.640000,0.018000,-0.018000,0,1,1,1,1
WASP-113 b,WASP-113,15.793,1.076,-1.569,0,1.32,0.07,-0.07,0,0.809000,0.028000,-0.028000,0,1,1,1,1
WASP-117 b,WASP-117,11.882,0.785,-0.785,0,1.29,0.30,-0.30,0,0.800000,0.052000,-0.052000,0,1,1,1,1
WASP-118 b,WASP-118,16.141,0.404,-0.404,0,1.32,0.04,-0.04,0,0.755000,0.019000,-0.019000,0,1,1,1,1
WASP-120 b,WASP-120,16.511,1.076,-1.076,0,1.39,0.06,-0.06,0,0.655000,0.016000,-0.016000,0,1,1,1,1
WASP-13 b,WASP-13,13.675,1.569,-1.569,0,0.72,0.25,-0.25,0,0.840000,0.016000,-0.016000,0,1,1,1,1
WASP-130 b,WASP-130,9.976,0.336,-0.336,0,1.04,0.04,-0.04,0,0.916000,0.014000,-0.014000,0,1,1,1,1
WASP-131 b,WASP-131,13.675,0.560,-0.560,0,1.06,0.06,-0.06,0,0.665000,0.012000,-0.012000,0,1,1,1,1
WASP-135 b,WASP-135,14.572,1.009,-1.009,0,0.98,0.06,-0.06,0,1.940000,0.080000,-0.080000,0,1,1,1,1
WASP-136 b,WASP-136,15.468,1.793,-1.793,0,1.41,0.07,-0.07,0,0.411000,0.015000,-0.015000,0,1,1,1,1
WASP-138 b,WASP-138,12.218,0.560,-0.560,0,1.22,0.05,-0.05,0,0.683000,0.013000,-0.013000,0,1,1,1,1
WASP-141 b,WASP-141,13.563,0.897,-0.897,0,1.25,0.06,-0.06,0,0.830000,0.020000,-0.020000,0,1,1,1,1
WASP-142 b,WASP-142,17.150,0.897,-0.897,0,1.33,0.08,-0.08,0,0.916000,0.026000,-0.026000,0,1,1,1,1
WASP-144 b,WASP-144,9.528,0.560,-0.560,0,0.81,0.04,-0.04,0,1.165000,0.028000,-0.028000,0,1,1,1,1
WASP-147 b,WASP-147,12.498,1.569,-1.042,0,1.04,0.07,-0.07,0,0.640000,0.062000,-0.059000,0,1,1,1,1
WASP-15 b,WASP-15,15.805,4.035,-4.035,0,1.18,0.93,-0.93,0,0.970000,0.012000,-0.012000,0,1,1,1,1
WASP-150 b,WASP-150,11.994,0.269,-0.280,0,1.39,0.07,-0.05,0,0.440000,0.010000,-0.010000,0,1,1,1,1
WASP-151 b,WASP-151,13.305,0.235,-0.235,0,1.08,0.05,-0.05,0,1.066400,0.004800,-0.004800,0,1,1,1,1
WASP-158 b,WASP-158,11.994,1.681,-1.681,0,1.38,0.14,-0.14,0,0.630000,0.050000,-0.050000,0,1,1,1,1
WASP-159 b,WASP-159,15.468,1.009,-1.009,0,1.41,0.12,-0.12,0,0.453000,0.018000,-0.018000,0,1,1,1,1
WASP-16 b,WASP-16,13.675,1.121,-1.121,0,1.78,0.54,-0.54,0,1.200000,0.045000,-0.045000,0,1,1,1,1
WASP-161 b,WASP-161,12.812,0.729,-0.650,0,1.39,0.14,-0.14,0,0.450920,0.000230,-0.000230,0,1,1,1,1
WASP-162 b,WASP-162,11.209,0.560,-0.560,0,0.95,0.04,-0.04,0,0.870000,0.030000,-0.030000,0,1,1,1,1
WASP-163 b,WASP-163,13.473,1.087,-1.087,0,0.97,0.15,-0.15,0,1.417000,0.067000,-0.067000,0,1,1,1,1
WASP-164 b,WASP-164,12.644,0.460,-0.482,0,0.95,0.07,-0.07,0,1.542000,0.033000,-0.033000,0,1,1,1,1
WASP-165 b,WASP-165,14.123,2.130,-1.906,0,1.25,0.07,-0.07,0,0.544000,0.067000,-0.059000,0,1,1,1,1
WASP-166 b,WASP-166,7.062,0.336,-0.336,0,1.19,0.06,-0.06,0,0.281000,0.007000,-0.007000,0,1,1,1,1
WASP-167 b,WASP-167,17.710,0.560,-0.560,0,1.59,0.08,-0.08,0,0.820000,0.010000,-0.010000,0,1,1,1,1
WASP-169 b,WASP-169,14.617,1.681,-0.818,0,1.34,0.08,-0.08,0,0.446000,0.028000,-0.028000,0,1,1,1,1
WASP-17 b,WASP-17,20.961,2.690,-2.690,0,2.28,0.99,-0.99,0,1.700000,0.018000,-0.018000,0,1,1,1,1
WASP-170 b,WASP-170,12.285,0.953,-0.953,0,0.93,0.15,-0.15,0,1.382000,0.001000,-0.001000,0,1,1,1,1
WASP-171 b,WASP-171,10.985,0.785,-0.448,0,1.17,0.06,-0.06,0,0.382000,0.018000,-0.018000,0,1,1,1,1
WASP-172 b,WASP-172,17.598,1.121,-1.121,0,1.49,0.07,-0.07,0,0.720000,0.020000,-0.020000,0,1,1,1,1
WASP-175 b,WASP-175,13.540,0.908,-0.908,0,1.21,0.04,-0.04,0,1.064000,0.036000,-0.036000,0,1,1,1,1
WASP-176 b,WASP-176,16.870,0.560,-0.504,0,1.34,0.08,-0.13,0,0.640000,0.020000,-0.020000,0,1,1,1,1
WASP-177 b,WASP-177,17.710,7.398,-4.035,0,0.88,0.04,-0.04,0,1.850000,0.350000,-0.140000,0,1,1,1,1
WASP-178 b,WASP-178,20.288,1.009,-1.009,0,2.07,0.11,-0.11,0,1.243000,0.028000,-0.028000,0,1,1,1,1
WASP-181 b,WASP-181,13.271,0.796,-0.661,0,1.04,0.04,-0.04,0,1.590000,0.038000,-0.038000,0,1,1,1,1
WASP-182 b,WASP-182,9.528,0.336,-0.336,0,1.08,0.06,-0.06,0,0.426000,0.017000,-0.017000,0,1,1,1,1
WASP-183 b,WASP-183,16.477,10.536,-3.699,0,0.78,0.04,-0.04,0,2.260000,0.600000,-0.360000,0,1,1,1,1
WASP-184 b,WASP-184,14.908,1.009,-1.009,0,1.23,0.07,-0.07,0,0.690000,0.030000,-0.030000,0,1,1,1,1
WASP-185 b,WASP-185,14.011,0.897,-0.897,0,1.12,0.06,-0.06,0,0.730000,0.050000,-0.050000,0,1,1,1,1
WASP-186 b,WASP-186,12.442,0.336,-0.336,0,1.22,0.07,-0.08,0,0.610000,0.030000,-0.030000,0,1,1,1,1
WASP-187 b,WASP-187,18.383,0.560,-0.560,0,1.54,0.09,-0.09,0,0.350000,0.020000,-0.020000,0,1,1,1,1
WASP-19 b,WASP-19,15.861,0.493,-0.538,0,0.96,0.09,-0.10,0,2.077000,0.014000,-0.014000,0,1,1,1,1
WASP-190 b,WASP-190,12.890,1.009,-1.009,0,1.35,0.05,-0.05,0,0.620000,0.020000,-0.020000,0,1,1,1,1
WASP-192 b,WASP-192,13.787,0.897,-0.897,0,1.09,0.06,-0.06,0,0.926000,0.061000,-0.061000,0,1,1,1,1
WASP-193 b,WASP-193,16.410,0.661,-0.639,0,1.06,0.07,-0.07,0,1.240000,0.110000,-0.110000,0,1,1,1,1
WASP-22 b,WASP-22,13.787,1.569,-1.569,0,1.46,0.63,-0.63,0,1.000000,0.040000,-0.040000,0,1,1,1,1
WASP-23 b,WASP-23,10.783,0.527,-0.628,0,0.78,0.13,,0,1.691000,0.010000,-0.011000,0,1,1,1,1
WASP-25 b,WASP-25,11.994,1.121,-1.121,0,0.67,0.22,-0.22,0,1.900000,0.020000,-0.020000,0,1,1,1,1
WASP-28 b,WASP-28,13.664,0.314,-0.314,0,0.99,0.07,-0.07,0,1.339600,0.002600,-0.002600,0,1,1,1,1
WASP-29 b,WASP-29,8.631,0.785,-0.785,0,0.77,0.25,-0.25,0,1.000000,0.040000,-0.040000,0,1,1,1,1
WASP-31 b,WASP-31,17.363,0.560,-0.560,0,1.16,0.03,,0,1.615000,0.027000,-0.027000,0,1,1,1,1
WASP-32 b,WASP-32,10.761,1.681,-1.681,0,0.72,0.34,-0.34,0,1.100000,0.010000,-0.010000,0,1,1,1,1
WASP-34 b,WASP-34,11.209,0.897,-0.897,0,0.96,0.45,-0.45,0,1.300000,0.026000,-0.026000,0,1,1,1,1
WASP-35 b,WASP-35,14.572,0.785,-0.785,0,1.05,0.19,-0.19,0,1.500000,0.010000,-0.010000,0,1,1,1,1
WASP-37 b,WASP-37,13.002,0.785,-0.673,0,0.93,0.12,,0,1.427000,0.030000,-0.023000,0,1,1,1,1
WASP-38 b,WASP-38,13.787,0.673,-0.673,0,1.76,0.28,-0.28,0,0.690000,0.010000,-0.010000,0,1,1,1,1
WASP-39 b,WASP-39,14.235,0.448,-0.448,0,0.93,0.03,,0,2.110000,0.030000,-0.040000,0,1,1,1,1
WASP-41 b,WASP-41,12.330,0.560,-0.560,0,0.81,0.15,-0.15,0,1.900000,0.010000,-0.010000,0,1,1,2,1
WASP-43 b,WASP-43,10.424,0.785,-1.009,0,0.58,0.05,,0,2.550000,0.120000,-0.120000,0,1,1,1,1
WASP-44 b,WASP-44,12.330,0.908,-0.852,0,0.94,0.05,-0.05,0,1.560000,0.060000,-0.060000,0,1,1,1,1
WASP-48 b,WASP-48,16.814,2.242,-2.242,0,0.88,0.36,-0.36,0,0.960000,0.020000,-0.020000,0,1,1,1,1
WASP-5 b,WASP-5,12.184,0.762,-0.796,0,0.96,0.13,-0.09,0,1.180000,0.022000,-0.029000,0,1,1,1,1
WASP-52 b,WASP-52,14.240,0.340,-0.340,0,0.87,0.03,-0.03,0,2.710000,0.040000,-0.040000,0,1,1,1,1
WASP-59 b,WASP-59,8.687,0.762,-0.762,0,0.72,0.04,-0.04,0,1.690000,0.080000,-0.080000,0,1,1,1,1
WASP-6 b,WASP-6,11.545,1.121,-1.121,0,0.55,0.17,-0.17,0,2.100000,0.022000,-0.022000,0,1,1,1,1
WASP-60 b,WASP-60,9.864,1.345,-1.345,0,1.19,0.61,-0.61,0,0.600000,0.060000,-0.060000,0,1,1,1,1
WASP-61 b,WASP-61,15.805,2.466,-2.466,0,1.82,0.85,-0.85,0,0.880000,0.010000,-0.010000,0,1,1,1,1
WASP-62 b,WASP-62,14.796,0.897,-0.897,0,1.11,0.25,-0.25,0,1.200000,0.020000,-0.020000,0,1,1,1,1
WASP-63 b,WASP-63,15.805,1.569,-1.569,0,1.28,0.42,-0.42,0,0.610000,0.017000,-0.017000,0,1,1,1,1
WASP-65 b,WASP-65,12.464,0.661,-0.661,0,0.93,0.14,-0.14,0,1.280000,0.015000,-0.015000,0,1,1,1,1
WASP-66 b,WASP-66,15.693,3.139,-3.139,0,1.33,0.83,-0.83,0,0.670000,0.016000,-0.016000,0,1,1,1,1
WASP-67 b,WASP-67,12.890,1.233,-1.233,0,0.91,0.28,-0.28,0,1.800000,0.090000,-0.090000,0,1,1,1,1
WASP-69 b,WASP-69,12.442,0.448,-0.448,0,0.98,0.14,-0.14,0,1.800000,0.042000,-0.042000,0,1,1,1,1
WASP-71 b,WASP-71,13.227,1.345,-1.345,0,0.76,0.27,-0.27,0,0.440000,0.015000,-0.015000,0,1,1,1,1
WASP-72 b,WASP-72,14.460,2.018,-2.018,0,2.78,1.28,-1.28,0,0.370000,0.030000,-0.030000,0,1,1,1,1
WASP-73 b,WASP-73,15.917,2.466,-2.466,0,2.52,1.22,-1.22,0,0.330000,0.030000,-0.030000,0,1,1,1,1
WASP-74 b,WASP-74,15.244,1.121,-1.121,0,0.98,0.24,-0.24,0,0.960000,0.014000,-0.014000,0,1,1,1,1
WASP-78 b,WASP-78,21.633,5.044,-5.044,0,1.87,1.36,-1.36,0,0.650000,0.010000,-0.010000,0,1,1,1,1
WASP-80 b,WASP-80,11.198,0.336,-0.347,0,0.58,0.05,-0.05,0,2.937000,0.013000,-0.013000,0,1,1,1,1
WASP-82 b,WASP-82,18.159,1.457,-1.457,0,1.48,0.37,-0.37,0,0.630000,0.010000,-0.010000,0,1,1,1,1
WASP-83 b,WASP-83,11.657,0.897,-0.560,0,1.11,0.09,-0.09,0,1.040000,0.040000,-0.040000,0,1,1,1,1
WASP-84 b,WASP-84,10.720,0.270,-0.270,0,0.85,0.04,-0.04,0,1.723000,0.010000,-0.012000,0,1,1,2,1
WASP-84 c,WASP-84,1.950,0.120,-0.120,0,0.85,0.04,-0.04,0,0.053200,0.005700,-0.005700,0,1,1,2,1
WASP-88 b,WASP-88,16.365,2.354,-2.354,0,0.94,0.42,-0.42,0,0.700000,0.030000,-0.030000,0,1,1,1,1
WASP-89 b,WASP-89,11.657,0.448,-0.448,0,0.92,0.08,-0.08,0,1.490000,0.020000,-0.020000,0,1,1,1,1
WASP-90 b,WASP-90,18.271,1.009,-1.009,0,1.55,0.10,-0.10,0,0.710000,0.020000,-0.020000,0,1,1,1,1
WASP-91 b,WASP-91,11.545,0.448,-0.448,0,0.84,0.07,-0.07,0,1.500000,0.030000,-0.030000,0,1,1,1,1
WASP-92 b,WASP-92,16.376,0.863,-0.863,0,1.19,0.04,-0.04,0,1.254000,0.029000,-0.029000,0,1,1,1,1
WASP-93 b,WASP-93,17.901,0.863,-0.863,0,1.33,0.03,-0.03,0,1.097000,0.013000,-0.013000,0,1,1,1,1
WASP-95 b,WASP-95,13.787,1.009,-1.009,0,1.46,0.42,-0.42,0,1.000000,0.030000,-0.030000,0,1,1,1,1
WASP-96 b,WASP-96,13.450,0.670,-0.670,0,1.06,0.09,-0.09,0,1.380000,0.030000,-0.030000,0,1,1,1,1
WASP-97 b,WASP-97,12.778,0.673,-0.673,0,1.18,0.24,-0.24,0,1.200000,0.020000,-0.020000,0,1,1,1,1
WASP-99 b,WASP-99,11.433,0.673,-0.673,0,1.21,0.28,-0.28,0,0.410000,0.020000,-0.020000,0,1,1,1,1
WTS-1 b,WTS-1,16.700,1.790,-2.020,0,1.20,0.10,-0.10,0,1.763600,0.086000,-0.091700,0,1,1,1,1
XO-1 b,XO-1,12.778,0.785,-0.785,0,0.88,0.19,-0.19,0,1.800000,0.012000,-0.012000,0,1,1,1,1
XO-3 b,XO-3,15.805,1.345,-1.345,0,0.58,0.14,-0.14,0,0.890000,0.078000,-0.078000,0,1,1,1,1
XO-4 b,XO-4,14.011,0.897,-0.897,0,1.10,0.22,-0.22,0,0.780000,0.012000,-0.012000,0,1,1,1,1
XO-5 b,XO-5,12.780,0.340,-0.340,0,1.04,0.03,-0.03,0,1.080000,0.010000,-0.010000,0,1,1,1,1
XO-7 b,XO-7,15.390,0.291,-0.291,0,1.41,0.06,-0.06,0,0.909000,0.018000,-0.018000,0,1,1,1,1
